Job Id,Experience,Qualifications,Job Posting Date,Preference,Job Title,Role,Job Description,skills,Company
2.07378E+15,2 to 14 Years,PhD,08-10-2021,Male,Nurse Practitioner,Acute Care Nurse Practitioner,"Acute Care Nurse Practitioners focus on managing acute and critical medical conditions, often working in hospitals or emergency care settings.",Acute care nursing Emergency medicine Critical care Diagnostic tests Treatment planning,Ceconomy AG (Formerly Metro AG)
2.41781E+15,2 to 13 Years,B.Tech,09-04-2023,Both,Litigation Attorney,Trial Attorney,"Trial Attorneys represent clients in legal proceedings. They prepare cases, conduct trials, and provide legal counsel to clients involved in civil or criminal litigation.",Litigation Legal research Courtroom representation Case preparation Client counseling Legal writing,Constellation Brands
1.57649E+15,2 to 9 Years,BBA,21-04-2022,Male,Network Engineer,Network Security Engineer,"Network Security Engineers focus on protecting network systems from cyber threats. They implement security measures, monitor network traffic, and respond to security incidents to safeguard the organizations data.",Network security protocols and technologies Firewalls and intrusion detection systems Vulnerability assessment and penetration testing Security policy development and enforcement Incident response and recovery,Interpublic Group
1.63906E+15,2 to 12 Years,MBA,29-05-2022,Female,Psychologist,Research Psychologist,"Research Psychologists conduct psychological research to advance the fields understanding. They design studies, collect data, and analyze results to inform scientific knowledge.",Research methodology Data analysis Psychological studies Writing research reports Critical thinking,Auto-Owners Insurance
3.04789E+15,2 to 12 Years,B.Tech,20-04-2023,Male,Art Teacher,Art Education Coordinator,"An Art Education Coordinator plans and manages art education programs, curriculum development, and educational outreach to promote art appreciation and learning within communities.",Art education curriculum Program development Teacher training Communication skills Artistic expertise,ODP
9.55022E+14,1 to 8 Years,MCA,25-02-2022,Female,Human Resources Manager,Talent Acquisition Manager,"Talent Acquisition Managers oversee the recruitment and hiring process. They develop recruitment strategies, source candidates, conduct interviews, and collaborate with hiring managers to attract and hire qualified talent to meet the organizations staffing needs.",Talent sourcing Interviewing Onboarding Recruitment strategies HR software,Titan Company
3.40716E+14,1 to 12 Years,B.Com,08-06-2023,Male,Teacher,Classroom Teacher,"A Classroom Teacher educates students in a specific subject or grade level. They create lesson plans, deliver instruction, assess student progress, and foster a positive learning environment.",Teaching pedagogy Classroom management Curriculum development Student assessment Differentiated instruction,Farmers Insurance Exchange
8.23741E+14,1 to 15 Years,MCA,13-11-2022,Both,Inventory Analyst,Inventory Control Specialist,"Inventory Control Specialists manage and optimize inventory levels in a business. They track stock, monitor demand, and implement inventory control procedures to ensure efficient operations and minimize carrying costs.",Inventory management Stock control Demand forecasting Inventory tracking systems Supply chain coordination Problem-solving skills,Publix Super Markets
1.08141E+15,4 to 13 Years,M.Com,04-11-2022,Male,Legal Counsel,Corporate Attorney,"Corporate Attorneys provide legal counsel and representation to organizations. They handle legal matters, contracts, mergers, acquisitions, and ensure compliance with laws and regulations relevant to the business.",Corporate law and regulations Contract drafting and negotiation Legal research and analysis Risk management Excellent communication and negotiation skills,Otis Worldwide
3.03806E+15,4 to 14 Years,MCA,19-08-2022,Both,Database Developer,SQL Database Developer,"SQL Database Developers design, implement, and maintain relational databases using SQL (Structured Query Language). They write queries, optimize database performance, and ensure data integrity and security.",SQL (Structured Query Language) Database design Query optimization Data modeling Database maintenance Problem-solving skills,US Foods Holding
9.29231E+14,1 to 9 Years,B.Tech,15-06-2023,Female,Procurement Specialist,Procurement Manager,"Procurement Managers oversee procurement processes, managing vendor relationships, negotiating contracts, and ensuring cost-effective purchasing of goods and services.",Procurement strategies Supplier management Negotiation Cost analysis Supply chain management,Croda International
2.21335E+15,5 to 15 Years,B.Com,15-11-2022,Male,Systems Analyst,IT Analyst,"An IT Analyst assesses and analyzes IT systems, identifying areas for improvement, implementing technology solutions, and providing technical support to users and departments.",IT systems analysis Troubleshooting IT support and documentation,Travelers
1.15603E+15,4 to 11 Years,M.Com,25-04-2023,Both,Nurse Practitioner,Acute Care Nurse Practitioner,"Acute Care Nurse Practitioners focus on managing acute and critical medical conditions, often working in hospitals or emergency care settings.",Acute care nursing Emergency medicine Critical care Diagnostic tests Treatment planning,Textron
2.14134E+15,0 to 14 Years,M.Com,18-03-2022,Male,Account Executive,Key Account Executive,A Key Account Executive manages strategic accounts for a company. They build strong client relationships and work to expand business opportunities within these key accounts.,Key account management Sales strategy development Negotiation and closing skills Relationship building Industry and market knowledge,Ulta Beauty
1.34379E+15,0 to 12 Years,MBA,09-06-2023,Female,Copywriter,Creative Copywriter,"Creative Copywriters craft engaging and persuasive copy for marketing materials, advertisements, and content marketing campaigns. They use their writing skills to captivate audiences and convey brand messages effectively.",Creative writing Copywriting Advertising copy Content creation Brand storytelling Marketing campaigns Proofreading and editing,American Electric Power
4.81691E+14,0 to 13 Years,BCA,23-11-2022,Male,Procurement Specialist,Procurement Manager,"Procurement Managers oversee procurement processes, managing vendor relationships, negotiating contracts, and ensuring cost-effective purchasing of goods and services.",Procurement strategies Supplier management Negotiation Cost analysis Supply chain management,UnitedHealth Group
2.31011E+15,1 to 8 Years,MCA,27-01-2022,Female,Digital Marketing Specialist,SEO Specialist,"SEO Specialists optimize websites for search engines to improve online visibility. They conduct keyword research, optimize content, and implement SEO strategies to increase organic traffic and rankings.","Search engine algorithms and ranking factors Keyword research and analysis On-page and off-page SEO optimization SEO tools (e.g., Google Analytics, SEMrush) SEO content strategy",Tencent Holdings
